,clip_name,threshold,nose_x,nose_y,nose_z,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_x,left_eye_y,left_eye_z,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_x,right_eye_y,right_eye_z,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,mouth_left_x,mouth_left_y,mouth_left_z,mouth_right_x,mouth_right_y,mouth_right_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,left_thumb_x,left_thumb_y,left_thumb_z,right_thumb_x,right_thumb_y,right_thumb_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,left_foot_index_x,left_foot_index_y,left_foot_index_z,right_foot_index_x,right_foot_index_y,right_foot_index_z
49,14_7,10,0.486130625,0.280830562,-0.133649126,0.490049213,0.265466958,-0.138391241,0.492601901,0.264566749,-0.138424054,0.495448083,0.263406634,-0.138436154,0.485485882,0.267047077,-0.118554249,0.484697789,0.267419904,-0.118541628,0.483860195,0.267702788,-0.11861597,0.507605612,0.265302598,-0.120004773,0.494497687,0.269791216,-0.032905705,0.495109558,0.292160332,-0.12605314,0.488805205,0.293878824,-0.099401392,0.54687953,0.322184741,-0.13959834,0.488258064,0.345241815,0.031509455,0.522701323,0.333313763,-0.263137549,0.439159095,0.350419521,0.056167711,0.500056863,0.240954503,-0.332549542,0.447574764,0.256883055,0.037710119,0.496068984,0.216512203,-0.360496074,0.447668046,0.227773577,0.023242114,0.497623622,0.215126008,-0.355535001,0.451254427,0.227119759,0.030581309,0.49794811,0.225580707,-0.332976878,0.453126132,0.236672297,0.036868073,0.560311556,0.542439222,-0.042670194,0.515578151,0.546394646,0.042669479,0.580038428,0.68120873,-0.029930603,0.485199511,0.67780602,-0.062002346,0.597564757,0.768862307,0.163083076,0.501727462,0.796093047,0.079745382,0.598705828,0.772660375,0.177667812,0.512530088,0.81905818,0.08989232,0.604869843,0.839438021,0.088406898,0.470807672,0.833219469,0.014450791
50,14_7,20,0.460173994,0.374179363,-0.071296915,0.462707907,0.359721035,-0.091854773,0.46435377,0.358844161,-0.091812558,0.466216952,0.357753903,-0.091847032,0.461292565,0.359594882,-0.061194461,0.461815357,0.358808577,-0.061182268,0.462499887,0.357896119,-0.061235651,0.480708808,0.355824053,-0.139430806,0.477173358,0.355969816,-0.008000598,0.468598962,0.387663543,-0.087425135,0.467183501,0.387758136,-0.048499022,0.515228033,0.424703032,-0.197138056,0.508860648,0.427823514,0.090903133,0.477440745,0.541865706,-0.159803957,0.480716914,0.52595526,0.097643927,0.451391846,0.462049216,0.001528221,0.451780796,0.462734491,0.017828468,0.442784488,0.438861907,0.000753293,0.442176759,0.436490417,0.010380063,0.44870618,0.427318156,-0.001396124,0.446250111,0.429040045,0.008645406,0.453300446,0.434727043,0.006080457,0.452380866,0.435792714,0.012982375,0.569429159,0.608357549,-0.099260084,0.551155329,0.603790283,0.099248156,0.523064435,0.73353529,-0.158436462,0.484408498,0.675006866,0.215957105,0.582040608,0.884841323,-0.173501313,0.504699051,0.799849212,0.331533998,0.599693716,0.909718096,-0.175955504,0.518202543,0.827914894,0.341547579,0.553346336,0.939638138,-0.240780279,0.465916485,0.831269503,0.333356559
51,14_7,30,0.506529331,0.250576019,-0.167864695,0.510219932,0.236745223,-0.152632907,0.512982368,0.236239716,-0.152633414,0.515849054,0.23563914,-0.152621284,0.501922071,0.238627881,-0.149358556,0.498508483,0.239355758,-0.149332032,0.494849086,0.240309373,-0.149351612,0.520938516,0.239994958,-0.069169775,0.48936826,0.249429807,-0.05432282,0.512469828,0.265264481,-0.137335315,0.502148747,0.266841292,-0.133138999,0.544402301,0.31003499,-0.065991573,0.47983247,0.324608982,-0.027351746,0.558435023,0.33729881,-0.259353161,0.442085296,0.334585547,-0.176729456,0.536963642,0.242322311,-0.404475152,0.458444893,0.239919677,-0.323769867,0.535357416,0.212948143,-0.439741254,0.463037997,0.213079348,-0.357730865,0.533652544,0.212226331,-0.424534708,0.465823591,0.211673334,-0.341215342,0.532280028,0.223195955,-0.403509706,0.467562556,0.223082423,-0.322151124,0.554386437,0.53636235,-0.018387616,0.507665157,0.543491185,0.018323561,0.590594113,0.671735227,-0.034931079,0.475725859,0.677596509,-0.060087774,0.608023584,0.782696187,0.107317224,0.495605201,0.797121167,0.090846322,0.60602355,0.79588306,0.115393199,0.509424031,0.819256306,0.101229139,0.625795484,0.838527799,0.01923058,0.463525474,0.840152085,0.025805393
52,14_7,40,0.548050821,0.320769995,-0.154183537,0.549904823,0.307784587,-0.135439068,0.551738441,0.307940811,-0.135472998,0.553666651,0.308238626,-0.135521159,0.542363763,0.307321906,-0.140311047,0.538791299,0.307312787,-0.140352711,0.535436034,0.307646841,-0.14036876,0.554672837,0.313561827,-0.044337146,0.528103292,0.315113187,-0.06572403,0.550588965,0.33542496,-0.120089702,0.541419685,0.335035205,-0.126527563,0.573381305,0.386889905,-0.011579124,0.5066517,0.388201416,-0.039609689,0.601893783,0.464036852,-0.112280682,0.480383605,0.468531519,-0.139807656,0.576612413,0.396471024,-0.253842294,0.498008698,0.391992837,-0.276264578,0.573936343,0.377644509,-0.281475157,0.499413222,0.370360762,-0.305518121,0.573759496,0.369038194,-0.26625663,0.5031268,0.363381028,-0.293065131,0.570960283,0.376082063,-0.250642955,0.503754795,0.3717134,-0.274780631,0.564527452,0.581754029,0.007349692,0.519625247,0.582110703,-0.007341166,0.608772516,0.684679806,-0.173020691,0.48932752,0.692126036,-0.197671518,0.598464668,0.773529947,0.045475665,0.49121207,0.794779301,0.003894975,0.588395953,0.795161307,0.064992905,0.498816878,0.81000185,0.019769201,0.625228643,0.807593703,-0.008195572,0.475529999,0.839000046,-0.069642678
53,14_7,50,0.503917694,0.337897003,-0.136769593,0.506319642,0.324293733,-0.128065437,0.508763433,0.322968364,-0.128101453,0.511308074,0.321702987,-0.12814723,0.500154853,0.328685313,-0.117105529,0.498487145,0.3305085,-0.117087618,0.496777326,0.332470268,-0.117089666,0.517778993,0.327993423,-0.066702798,0.498567224,0.34087339,-0.017191006,0.51165241,0.348671526,-0.115273051,0.503688931,0.354230195,-0.099980444,0.546361566,0.356153488,-0.080146097,0.502715349,0.43270871,0.044895913,0.546641171,0.26421836,-0.113010377,0.523625076,0.514418483,0.083283879,0.493350327,0.284679472,0.017209774,0.535349846,0.580674469,0.044620678,0.481179237,0.287478924,0.011913225,0.538437426,0.599896014,0.032792378,0.479447424,0.289367527,0.020263126,0.535717666,0.597238719,0.015131573,0.484260201,0.294449151,0.021016242,0.535798252,0.589592516,0.035226934,0.575891435,0.590591252,-0.039720494,0.536887288,0.593479037,0.039674409,0.59110713,0.741087258,-0.054075353,0.47932294,0.674061775,-0.126302093,0.619043291,0.755401433,0.271935254,0.495152444,0.793934941,0.007791114,0.623597682,0.752661884,0.304895967,0.507031322,0.814017773,0.019975061,0.623763144,0.809032738,0.258970201,0.470186621,0.837462842,-0.048780307
54,14_7,60,0.513521314,0.285156012,-0.173126653,0.515691221,0.277333915,-0.156736195,0.518232644,0.277710706,-0.156740457,0.520742178,0.278100699,-0.156707838,0.508688033,0.278785318,-0.15411672,0.506090522,0.280407429,-0.154122576,0.503673911,0.281821549,-0.154136106,0.524281681,0.285530686,-0.075650714,0.500586987,0.29340899,-0.063901834,0.518830776,0.299828082,-0.144396514,0.509939373,0.303269327,-0.141062304,0.554747045,0.336807132,-0.070331998,0.496446639,0.393839985,-0.007637121,0.587117195,0.283052057,-0.193718165,0.488987088,0.492508948,-0.004280876,0.535621405,0.259439528,-0.286735117,0.486616641,0.587521672,-0.071428895,0.521470964,0.255642444,-0.318523437,0.484417826,0.618398368,-0.092195742,0.519403696,0.261442393,-0.304820925,0.488035321,0.615956962,-0.102994226,0.523424506,0.26595661,-0.285001248,0.490626454,0.612240911,-0.080054201,0.573114812,0.557375073,-0.026246961,0.531474888,0.564446032,0.026148062,0.591095626,0.690253735,0.030541608,0.48332876,0.670527637,-0.225833759,0.615622163,0.749398887,0.334032625,0.496666312,0.794154048,-0.115254931,0.618517935,0.748397946,0.361024827,0.508639574,0.815698802,-0.107955441,0.622878909,0.80774945,0.284996003,0.468983561,0.838105381,-0.214061797
55,14_7,70,0.568156481,0.246442303,-0.212930381,0.570379019,0.234086826,-0.197216049,0.572039783,0.234281674,-0.197232097,0.573528945,0.234566361,-0.197229296,0.563438356,0.233879268,-0.197502092,0.560403764,0.233747035,-0.197519347,0.557111859,0.233695626,-0.19753924,0.573288798,0.240720421,-0.09377107,0.549607694,0.238808721,-0.10909038,0.569415152,0.261755317,-0.174447581,0.56160903,0.261615247,-0.179884017,0.590951025,0.310866535,-0.034747582,0.518373132,0.317945927,-0.042560253,0.624509573,0.382114261,-0.137999132,0.487430274,0.400330216,-0.075306758,0.587196887,0.312563717,-0.33597073,0.507393837,0.449573934,-0.196446121,0.577650189,0.287393659,-0.36741811,0.512986243,0.46792376,-0.220470965,0.575126648,0.282249033,-0.357828408,0.517389536,0.455940425,-0.230331689,0.576366663,0.291488171,-0.334169954,0.516734838,0.44910717,-0.200965375,0.575162351,0.52378428,-0.002080119,0.530056238,0.522258699,0.002055064,0.586088181,0.656904936,0.041960198,0.512173057,0.658453643,-0.040605355,0.588822365,0.781545699,0.156467304,0.497216821,0.797035933,0.051147353,0.581132174,0.805024922,0.162070706,0.506309509,0.819549978,0.054492339,0.615097106,0.817618668,0.075796805,0.469330698,0.836484432,-0.041925598
56,14_7,80,0.563173175,0.250261515,-0.190034837,0.564565659,0.236540332,-0.172852948,0.56604439,0.236985207,-0.172833636,0.567282557,0.237563044,-0.172802374,0.557605505,0.234969184,-0.185552493,0.554013968,0.234575585,-0.185551852,0.550676227,0.234345332,-0.185546562,0.565145791,0.243000984,-0.068980694,0.541689456,0.239213705,-0.123725653,0.564003766,0.265287012,-0.149954051,0.555620968,0.264297128,-0.167986393,0.581148565,0.317447037,0.000739109,0.508768499,0.314041674,-0.078868903,0.612677813,0.389092773,-0.083090499,0.483278632,0.404334426,-0.136951059,0.581831813,0.310350865,-0.262832224,0.521020412,0.439317584,-0.251117826,0.574626982,0.288543433,-0.29783985,0.528430045,0.457270861,-0.27622506,0.573253751,0.282291532,-0.289290637,0.533799231,0.444204628,-0.280990094,0.574050605,0.292233199,-0.262633651,0.53201133,0.438294619,-0.250439435,0.571386933,0.521526337,0.025237253,0.529119909,0.519849837,-0.025308685,0.576979756,0.648416102,0.097357996,0.512663841,0.660844982,-0.072090745,0.588384211,0.779750764,0.222535506,0.492517263,0.798454046,-0.015404126,0.579871058,0.802720964,0.230270758,0.496110559,0.816755533,-0.015053732,0.617035747,0.815885305,0.14904879,0.484181941,0.846871316,-0.123585001
57,14_8,10,0.558913946,0.267548114,-0.308705211,0.565870702,0.255041093,-0.293156505,0.568667829,0.25632146,-0.293141842,0.571534693,0.257796019,-0.293194383,0.555802286,0.249635264,-0.293063492,0.551903605,0.247227564,-0.29308778,0.54804188,0.24536486,-0.293071628,0.574661493,0.264522702,-0.187569931,0.543855667,0.248508707,-0.184784099,0.562944114,0.285399914,-0.267126381,0.549254477,0.279860675,-0.267152399,0.590829015,0.347456574,-0.127388552,0.510542154,0.326354653,-0.117863066,0.618376613,0.444149882,-0.286622167,0.46190396,0.367820203,-0.2672517,0.615874231,0.349398196,-0.500067949,0.493721992,0.281322688,-0.466491699,0.620413244,0.317473203,-0.540362477,0.503343642,0.249548092,-0.50703752,0.617418706,0.308497161,-0.523344755,0.508381903,0.246621251,-0.487820327,0.611113489,0.322729975,-0.498341143,0.508124411,0.259792566,-0.46353206,0.554293811,0.553456247,-0.016809063,0.509502709,0.544075966,0.016710091,0.544417083,0.706586123,-0.129985869,0.474238485,0.694672644,0.022579717,0.547930717,0.840672255,-0.018724827,0.519886672,0.740436494,0.369450182,0.546712697,0.859472573,-0.012818947,0.531704962,0.742963195,0.403168559,0.545981824,0.892870724,-0.123314671,0.509951413,0.809466481,0.358886778
58,14_8,20,0.534003675,0.35970208,-0.139157102,0.538180172,0.344602525,-0.119314402,0.539601147,0.34536159,-0.119350523,0.540941775,0.346149206,-0.119470462,0.531940758,0.340142101,-0.140746161,0.528585672,0.337357402,-0.140760228,0.524819553,0.334137172,-0.140762046,0.535251379,0.348409563,-0.015791846,0.510451078,0.330583364,-0.115927055,0.531371593,0.375588119,-0.098981887,0.524200141,0.370047837,-0.127600625,0.526060462,0.422364473,0.066292405,0.463594168,0.389300823,-0.127937287,0.557360053,0.502352297,0.107590005,0.463403612,0.492346913,-0.276037753,0.57762295,0.401626974,0.103961065,0.500991046,0.38255024,-0.390620828,0.584503233,0.374709457,0.107324362,0.504750013,0.353766054,-0.42236653,0.58536917,0.368691236,0.109722279,0.501038849,0.347579509,-0.410718799,0.580358744,0.378554493,0.104190744,0.500216186,0.357426614,-0.389546275,0.476759017,0.614464939,0.046093594,0.428872705,0.610225558,-0.046002533,0.548566282,0.706569791,-0.16592072,0.385866582,0.749677539,-0.108924858,0.53987962,0.848830044,-0.039957628,0.367330641,0.878744423,0.059911706,0.526113391,0.878228426,-0.029773878,0.371849537,0.899999201,0.072562777,0.569579542,0.899791956,-0.097099431,0.349258065,0.940420091,-0.017497031
59,14_8,30,0.514267504,0.259888351,-0.177510262,0.521791458,0.247921869,-0.168717578,0.525023878,0.248471379,-0.168733537,0.527844489,0.248823375,-0.168755159,0.512526691,0.245074034,-0.149968877,0.509662151,0.243860766,-0.149956211,0.50671196,0.242801264,-0.150025636,0.533992708,0.256794155,-0.101506397,0.503703654,0.247672528,-0.056173585,0.517817318,0.280251354,-0.152575672,0.507532418,0.275895894,-0.12744461,0.554060519,0.343343824,-0.082701594,0.47806713,0.315087169,-0.001563532,0.551906824,0.407870382,-0.244514927,0.426851898,0.328532547,-0.043212887,0.548516929,0.284049332,-0.39531979,0.461607873,0.233882189,-0.130584136,0.550042927,0.251706004,-0.428209573,0.468539923,0.203939468,-0.154712096,0.551239967,0.24860473,-0.414373577,0.473959267,0.20138067,-0.140506551,0.548453391,0.261360437,-0.393733323,0.474241555,0.214421228,-0.129184261,0.515016317,0.570968688,-0.007773752,0.464245766,0.555185854,0.007770689,0.544545412,0.714936554,-0.003976981,0.416918933,0.697137833,-0.091485702,0.538367093,0.853162885,0.137941316,0.395054013,0.842681706,-0.005631112,0.526701868,0.877643585,0.146280795,0.402594447,0.871156573,-0.017658597,0.568077266,0.89944762,0.051408932,0.362236887,0.889580429,-0.112283863
60,14_8,40,0.491130024,0.305906177,-0.226898775,0.497671217,0.290863484,-0.229296073,0.500688732,0.291466564,-0.229315609,0.503988683,0.292228609,-0.229376987,0.492723942,0.289128065,-0.211277679,0.491882265,0.288350642,-0.211328804,0.491025716,0.28742224,-0.211389035,0.518360794,0.302414864,-0.200350702,0.498382628,0.293758005,-0.118381701,0.497071415,0.323877424,-0.213921025,0.491413385,0.323026001,-0.190260679,0.54794538,0.381310433,-0.211534277,0.487685025,0.377421588,-0.026136981,0.516764343,0.476192504,-0.347255886,0.440629184,0.448680073,-0.039213195,0.49407658,0.379406273,-0.452122867,0.43759495,0.349742144,-0.136025056,0.492532551,0.352052212,-0.485303432,0.439175993,0.318376154,-0.153277114,0.494278461,0.345284402,-0.478731632,0.443610847,0.313131601,-0.150851741,0.493816346,0.352757186,-0.452134728,0.445473164,0.326268971,-0.13938491,0.550935626,0.583757281,-0.053700764,0.51183629,0.579617262,0.053789265,0.532156408,0.710712194,-0.14677754,0.468096644,0.675218403,-0.090982102,0.553454399,0.84459573,-0.027165215,0.506780744,0.781659424,0.075228408,0.557666659,0.860618412,-0.019882528,0.522294581,0.800715208,0.08893235,0.546248972,0.892962277,-0.113610201,0.47788918,0.826485038,0.029975742
61,14_8,50,0.5093894,0.224115849,-0.048528008,0.514751852,0.209826142,-0.065356411,0.516495287,0.209737778,-0.065359116,0.518512726,0.209717333,-0.065323874,0.513231814,0.209895775,-0.037832569,0.513765275,0.209799483,-0.037811365,0.514429212,0.209617168,-0.037827425,0.529692233,0.218350783,-0.096848898,0.525413394,0.217173427,0.02814191,0.514515519,0.24039343,-0.056597821,0.511902988,0.240369186,-0.020250643,0.550446272,0.279182166,-0.177658841,0.540253341,0.304747552,0.124018706,0.516550779,0.241913885,-0.374746501,0.540139973,0.381906807,0.28171128,0.466591686,0.233845472,-0.487039924,0.49825871,0.417278737,0.384372115,0.457441002,0.235850394,-0.527393878,0.483399004,0.423137814,0.409577638,0.456617415,0.232520029,-0.50999701,0.481267601,0.421965778,0.385973871,0.46145457,0.234794393,-0.483561844,0.48818782,0.419809848,0.377018452,0.565462649,0.528505147,-0.099283852,0.549242079,0.526932359,0.099100687,0.543490648,0.691203773,-0.076102063,0.539607584,0.664840221,0.176593751,0.570225537,0.839900374,-0.044108335,0.561062455,0.7999897,0.281546503,0.584850252,0.867541313,-0.042621061,0.571879089,0.821128428,0.288450271,0.543185949,0.905488133,-0.098889008,0.528223276,0.81660676,0.267631531
62,14_8,60,0.526634574,0.353125155,0.044935584,0.530126929,0.336646795,0.027658729,0.531507313,0.335756332,0.027704123,0.532771051,0.334954828,0.027680714,0.528912365,0.337692142,0.053946447,0.529485643,0.337562591,0.053974915,0.530010521,0.337490886,0.053933069,0.542842507,0.335098922,-0.017212741,0.539478362,0.337347865,0.104018368,0.532595277,0.362734377,0.030421622,0.531351924,0.364323646,0.065021902,0.570996284,0.371084571,-0.052795347,0.561462283,0.404170305,0.139319524,0.540700018,0.285754651,0.02037126,0.586051762,0.496173382,0.154954985,0.520277202,0.300667077,0.253942877,0.611105084,0.580798864,0.123603426,0.508782625,0.307377517,0.281098992,0.624997258,0.59624815,0.126552999,0.513032019,0.311173499,0.287099808,0.625194669,0.595147848,0.116251335,0.516926229,0.3129417,0.263428837,0.618221402,0.590028405,0.119792446,0.581727803,0.600776136,-0.096470043,0.574267626,0.601444364,0.096218839,0.524340987,0.718167543,-0.206234753,0.540860951,0.7164253,0.167646751,0.580426037,0.857346594,-0.234081581,0.594125867,0.801176846,0.352324128,0.598046958,0.88139087,-0.235029429,0.611987114,0.821893036,0.367353529,0.550002277,0.90281707,-0.28592065,0.586041152,0.848005831,0.37453106
63,14_8,70,0.54104346,0.258933127,-0.003797441,0.545188129,0.244008347,-0.017183077,0.546909392,0.243411928,-0.017221428,0.548749566,0.242913336,-0.017218374,0.543033242,0.244628057,0.009024903,0.54321152,0.244381011,0.009037013,0.543421149,0.24408628,0.009027892,0.559688568,0.248251453,-0.041145284,0.552855074,0.24829568,0.079506263,0.546206176,0.270739019,-0.009785969,0.543324292,0.271227568,0.02505797,0.580577612,0.300824702,-0.130144671,0.56396693,0.326300383,0.159938738,0.561626375,0.27462253,-0.333171159,0.575039804,0.420943499,0.273464203,0.510013878,0.242186457,-0.452119023,0.548929811,0.492448151,0.307361454,0.495193422,0.23917751,-0.493514031,0.542005539,0.512904525,0.322809011,0.493051589,0.237657875,-0.472534359,0.540665209,0.50779289,0.295361221,0.497378051,0.23997277,-0.446463168,0.543750703,0.50200063,0.296757281,0.578790605,0.524889827,-0.09779869,0.568519771,0.530572534,0.097707435,0.544692576,0.678631365,-0.131660879,0.551812887,0.670277894,0.165160447,0.577324688,0.843716025,-0.143224701,0.593800843,0.791147053,0.237459704,0.592468381,0.866953492,-0.145179376,0.605606675,0.813221633,0.244949296,0.550281167,0.901561797,-0.201542452,0.568368495,0.827374816,0.226557225
64,14_8,80,0.530170858,0.219823286,-0.117222309,0.538324296,0.204173118,-0.131980717,0.540670097,0.204355285,-0.132016107,0.543265343,0.204707071,-0.13205339,0.535321832,0.203080654,-0.104198061,0.53539151,0.202406898,-0.104219109,0.535601676,0.201833948,-0.104187988,0.555934668,0.215128154,-0.143629447,0.544411838,0.210496381,-0.022220435,0.536358654,0.23970373,-0.117903151,0.53265661,0.23729825,-0.083211616,0.579514384,0.303065002,-0.190441459,0.542874396,0.304886907,0.099650927,0.570104659,0.422791928,-0.180617198,0.524078429,0.387760609,0.019987008,0.508563399,0.377729326,-0.069853142,0.492713362,0.317722708,-0.211505279,0.491102993,0.366500139,-0.078789555,0.483472198,0.298739105,-0.237425983,0.494515032,0.353296041,-0.072140813,0.486130774,0.292911351,-0.241334736,0.499537975,0.35337913,-0.060209118,0.491036713,0.299199969,-0.221100077,0.574442744,0.531689048,-0.093766853,0.560808003,0.530251741,0.093797445,0.556074321,0.681175768,-0.075653516,0.563856781,0.664164782,0.227862015,0.56633395,0.845026553,-0.032670416,0.590614736,0.77904433,0.376685917,0.578355968,0.874735713,-0.031711634,0.603116155,0.795694053,0.38951084,0.533987582,0.893646717,-0.103082515,0.56359601,0.806332111,0.368988812
65,14_9,10,0.515693903,0.272473395,-0.23951818,0.522367835,0.258658558,-0.225073546,0.525481462,0.259759933,-0.22508052,0.528215885,0.260666102,-0.225133047,0.511434555,0.253576487,-0.222097442,0.507275283,0.251158208,-0.22209093,0.503313005,0.248964295,-0.222086534,0.531979918,0.266730458,-0.110493302,0.498294562,0.252256095,-0.116221651,0.519625306,0.291009098,-0.203551099,0.506001413,0.284009308,-0.199554235,0.541320741,0.352536201,-0.071731545,0.461820185,0.310730249,-0.080374695,0.569557786,0.408423096,-0.256046563,0.416112542,0.32852146,-0.250189185,0.569317043,0.294721663,-0.435877055,0.463057101,0.229234055,-0.429461151,0.57268852,0.261860907,-0.47466886,0.473405391,0.197512239,-0.474264324,0.570410609,0.255366743,-0.456319988,0.478953689,0.196844533,-0.45264864,0.565846682,0.26749143,-0.43372339,0.478735447,0.211209759,-0.426922649,0.496126384,0.57567215,-0.005143235,0.443221062,0.561860502,0.005085113,0.505138576,0.73764199,-0.084055528,0.391479224,0.716565371,-0.092597283,0.506739318,0.87198621,0.090082914,0.422136158,0.777693033,0.215845272,0.503432631,0.890589595,0.102875121,0.433784872,0.778836906,0.244995192,0.510888875,0.930653393,-0.001547899,0.390124977,0.84661597,0.186474189
66,14_9,20,0.482688934,0.401355475,-0.141688868,0.488264859,0.38663727,-0.124355838,0.490030944,0.387937695,-0.124410309,0.491509944,0.389184922,-0.124515861,0.480384737,0.379859656,-0.144167021,0.476689339,0.376208514,-0.14419198,0.472779095,0.372291833,-0.144190803,0.485978544,0.389606208,-0.028872849,0.461133897,0.365380704,-0.123387948,0.479299098,0.418907166,-0.104284443,0.47159344,0.412181824,-0.129717216,0.475103974,0.456756145,0.041999262,0.40965727,0.422849029,-0.129564196,0.504047453,0.549620926,0.062585339,0.411942929,0.547320127,-0.256029308,0.525923789,0.456029922,0.035390768,0.453357041,0.445010722,-0.347498268,0.534049332,0.426835984,0.034546938,0.454167932,0.416438967,-0.372370631,0.531096578,0.422312587,0.040679105,0.452339441,0.405887842,-0.362769067,0.525334299,0.429513186,0.037458662,0.452734917,0.417050749,-0.345468432,0.421709836,0.650255203,0.046199664,0.372234553,0.649737537,-0.04607106,0.500467181,0.730435848,-0.136334196,0.33283332,0.795139194,-0.114094295,0.488056034,0.879723549,-0.000608756,0.314824581,0.923263133,0.049869195,0.473733068,0.906818211,0.010728721,0.317369044,0.939984143,0.06206473,0.522243798,0.928020597,-0.03438415,0.298189312,0.986215532,-0.02476267
67,14_9,30,0.468122005,0.217139482,-0.15112558,0.478647023,0.198144346,-0.162146032,0.483092576,0.198828831,-0.162152752,0.487208784,0.199693277,-0.162214696,0.472653896,0.196005642,-0.136215642,0.472237021,0.194992244,-0.136225,0.470942706,0.193725064,-0.136290342,0.498600632,0.209782094,-0.136095151,0.480529338,0.201167688,-0.043044008,0.47898227,0.23561655,-0.145455867,0.470784634,0.231510133,-0.117002562,0.529952705,0.298365951,-0.147077456,0.450053543,0.284963489,0.029581564,0.496747077,0.350709379,-0.263538152,0.382166833,0.292708844,0.004198729,0.477979809,0.225078106,-0.323817194,0.413430572,0.186678782,-0.086647116,0.477944374,0.190025568,-0.351587862,0.421522647,0.154169634,-0.110074475,0.481452048,0.18146427,-0.345574826,0.427117497,0.153147087,-0.094685711,0.479674816,0.192530975,-0.322467744,0.426393241,0.166756377,-0.086245462,0.501778841,0.571533144,-0.033323508,0.451190978,0.552617311,0.033330712,0.499898732,0.741501749,-0.015777308,0.406783134,0.691678941,-0.022505583,0.489823937,0.880365074,0.162642881,0.432035863,0.814749658,0.183527574,0.479885221,0.904127538,0.174273297,0.446429759,0.836504817,0.200258806,0.517231286,0.930564344,0.077260301,0.395257324,0.877277792,0.133546218
68,14_9,40,0.445296764,0.322711855,-0.122428067,0.451495349,0.305175036,-0.144572288,0.453597724,0.304644823,-0.144550711,0.455983758,0.303866327,-0.144597709,0.4489595,0.304984272,-0.104325898,0.449236423,0.304254204,-0.104487166,0.449640423,0.303281873,-0.104392551,0.472380579,0.309985787,-0.175876439,0.463010341,0.307646722,-0.026222762,0.452908218,0.339018464,-0.141804993,0.449244678,0.338504523,-0.093364172,0.509489834,0.398745924,-0.235508025,0.472135931,0.393918306,0.064845137,0.472379535,0.501233578,-0.260031283,0.444948018,0.479560673,-0.016566534,0.417726457,0.419987172,-0.17284669,0.409333318,0.41258648,-0.208240554,0.405470282,0.404148579,-0.193904296,0.396330982,0.392037511,-0.231533676,0.407440871,0.391985208,-0.18738015,0.398213804,0.385382742,-0.230934635,0.412289768,0.397388935,-0.166728735,0.404395789,0.392052323,-0.214834824,0.546051621,0.602781832,-0.099359527,0.519178212,0.592912853,0.099540085,0.480371743,0.724124312,-0.195970803,0.487696707,0.69985503,0.218617439,0.519040048,0.875484765,-0.153752998,0.535844922,0.806179285,0.409365505,0.532496572,0.893762589,-0.150325298,0.555155575,0.8211236,0.42706272,0.500099182,0.942567647,-0.203120172,0.519792318,0.837362349,0.425837725
69,14_9,50,0.476482302,0.281662822,0.091545872,0.479782283,0.262717307,0.07561823,0.481289893,0.261289597,0.075602196,0.482696503,0.259905308,0.075592324,0.477944672,0.264098138,0.10535863,0.478304327,0.263627261,0.105387583,0.47866419,0.263303339,0.105357952,0.493632674,0.257641375,0.036403704,0.488789022,0.263822287,0.173863143,0.482268065,0.288138866,0.079906672,0.480226934,0.290357053,0.119665064,0.515856922,0.302836269,-0.054363031,0.504925132,0.322607994,0.237758636,0.48153922,0.215710446,-0.220424443,0.523588598,0.448616177,0.29656744,0.453579783,0.232985899,-0.226426393,0.523914754,0.550535798,0.270454466,0.445042044,0.24095355,-0.252200574,0.526182175,0.573014736,0.274294764,0.447714657,0.249077529,-0.234657452,0.52426964,0.573371768,0.251717448,0.450157255,0.24926959,-0.220456123,0.523993611,0.566732049,0.260168731,0.519272804,0.556522667,-0.10767635,0.51600343,0.55620575,0.107519455,0.469920009,0.707086086,-0.200349659,0.498773366,0.699674666,0.204365224,0.492184639,0.898972332,-0.273450106,0.539502919,0.818573475,0.308615863,0.508315384,0.93035841,-0.281148881,0.554482222,0.8448596,0.318069965,0.449832916,0.946554899,-0.355124652,0.507134974,0.869872749,0.305436164
